Internal gene ID,Vectorbase Identifier,Display name,Gene family,OrthoDB category,OrthoDB D. melanogaster ortholog,BlastX hit(s) to D. melanogaster proteome,Evidence for name,,,,,,,,,,,,,,,
gene15668,AAEL018060,AaegIr41p.2,IR,EOG8HDWK4-EOG8HDWK4-EOG8HDWK4-EOG8HDWK4,Ir76a-Ir41a-Ir41a-Ir76a,Ir41a-Ir76a-Ir92a-GluRIID-Ir7c-GluRIIE-CG5621,"Croset, 2012",,,,,,,,,,,,,,,
gene8110,AAEL018060,AaegIr41p.2,IR,EOG8HDWK4-EOG8HDWK4-EOG8HDWK4-EOG8HDWK4,Ir76a-Ir41a-Ir41a-Ir76a,Ir41a-Ir76a-Ir92a-GluRIID-Ir7c-GluRIIE-CG5621,"Croset, 2012",,,,,,,,,,,,,,,
gene760,AAEL003440,AaegIr60a,IR,EOG8NS62R,Ir60a,Ir60a,"Croset, 2012",,,,,,,,,,,,,,,
gene3617,AAEL010880,AaegIr64a,IR,EOG84J594,Ir64a,Ir64a-Ir75b-Ir75d-Ir84a-Ir75a-Ir75c-Ir31a-Nmdar1-Ekar-Nmdar2,"Croset, 2012",,,,,,,,,,,,,,,
gene3319,AAEL005039,AaegIr68a,IR,EOG8GJ2DN,Ir68a,Ir68a-Ir21a-Ir7c-GluRIIE-Nmdar1-Ir41a-Ir40a-GluRIID,"Croset, 2012",,,,,,,,,,,,,,,
gene988,AAEL018077,AaegIr75d,IR,EOG8TF39X,Ir75d,Ir75d-Ir75b-Ir31a-Ir75a-Ir84a-Ir75c-Ir64a-CG3822-GluRIIA,"Croset, 2012",,,,,,,,,,,,,,,
gene15862,AAEL010775,AaegIr75e.3,IR,EOG85HVNN-EOG85HVNN-EOG85HVNN,Ir75c-Ir75a-Ir75b,Ir75c-Ir75b-Ir75a-Ir75d-Ir31a-Ir64a-Ir84a-GluRIIE-GluRIB,"Croset, 2012",,,,,,,,,,,,,,,
gene15749,AAEL013198,AaegIr75i,IR,NA,NA,Ir84a-Ir75b-Ir75d-Ir64a-Ir75a-Ir31a-Ir75c-CG11155-Nmdar1-Ir8a,"Croset, 2012",,,,,,,,,,,,,,,
gene15704,AAEL014089,AaegIr75k.1,IR,NA,NA,Ir75d-Ir75a-Ir75c-Ir75b-Ir84a-Ir31a-Ir64a-Ekar,"Croset, 2012",,,,,,,,,,,,,,,
gene4541,AAEL014085,AaegIr75k.2,IR,NA,NA,Ir75d-Ir64a-Ir75b-Ir31a-Ir75c-Ir84a-Ir75a-CG3822-CG5621,"Croset, 2012",,,,,,,,,,,,,,,
gene15703,AAEL014087,AaegIr75k.3,IR,NA,NA,Ir75d-Ir75b-Ir75c-Ir75a-Ir84a-Ir31a-Ir64a-Ekar,"Croset, 2012",,,,,,,,,,,,,,,
gene16176,AAEL015479,AaegIr75k.4,IR,NA,NA,Ir75d-Ir75c-Ir84a-Ir75b-Ekar-GluRIID-Ir75a-CG5621,"Croset, 2012",,,,,,,,,,,,,,,
gene3273,AAEL005875,AaegIr75l,IR,NA,NA,Ir75d-Ir84a-Ir75b-Ir75a-Ir31a-Ir75c-GluRIIA-Ir64a-GluRIID,"Croset, 2012",,,,,,,,,,,,,,,
gene4542,AAEL014086,AaegIr75o,IR,NA,NA,Ir75d-Ir84a-Ir64a-Ir75a-Ir31a-Ir75b-GluRIID-Nmdar1-CG11155,"Croset, 2012",,,,,,,,,,,,,,,
gene10077,AAEL006360,AaegIr76b,IR,EOG8SN4DB,Ir76b,Ir76b-CG3822-CG5621-GluRIIB-GluRIID-Ir8a-Ir93a-GluRIIE-Ir25a,"Croset, 2012",,,,,,,,,,,,,,,
gene15677,AAEL014115,AaegIr7h.1,IR,NA,NA,Ir7c-Ir7e-Ir11a-Ir10a-Ir7f-Ir100a-Ir7d-Ir7b-Ir41a,"Croset, 2012",,,,,,,,,,,,,,,
gene16173,AAEL015227,AaegIr7h.2,IR,NA,NA,Ir7c-Ir7e-Ir10a-Ir11a-Ir7f-Ir100a-Ir7b-Ir7a-Ir7g,"Croset, 2012",,,,,,,,,,,,,,,
gene15628,AAEL000413,AaegIr7j,IR,EOG8W6RMR,Ir7c,Ir7c-Ir7e-Ir7b-Ir7d-Ir7f-Ir11a-Ir7a-clumsy-GluRIID,"Croset, 2012",,,,,,,,,,,,,,,
gene2232,AAEL003340,AaegIr7k.1,IR,EOG8W6RMR,Ir7c,Ir7c-Ir7e-Ir7f-Ir7b-Ir7a-Ir7d-Ir11a-Ir7g-Ir68b,"Croset, 2012",,,,,,,,,,,,,,,
gene15631,AAEL000462,AaegIr7l,IR,NA,NA,Ir7c-Ir7e-Ir7d-Ir7g-Ir11a-Ir7b-clumsy-Ir7f,"Croset, 2012",,,,,,,,,,,,,,,
gene2218,AAEL003335,AaegIr7m.1,IR,EOG8W6RMR,Ir7c,Ir7c-Ir7e-Ir7b-Ir7d-Ir7f-Ir11a-Ir7g-Ir7a-Ir68a,"Croset, 2012",,,,,,,,,,,,,,,
gene2215,AAEL003353,AaegIr7n.1,IR,NA,NA,Ir7c-Ir7e-Ir7b-Ir7d-Ir7g-Ir7f-Ir7a-Ir76a,"Croset, 2012",,,,,,,,,,,,,,,
gene790,AAEL014690,AaegIr7n.2,IR,NA,NA,Ir7c-Ir7e-Ir7b-Ir7d-Ir7g-Ir7f-Ir7a-Ir76a,"Croset, 2012",,,,,,,,,,,,,,,
gene2249,AAEL003329,AaegIr7q.1,IR,EOG8W6RMR,Ir7c,Ir7c-Ir7e-Ir11a-Ir7b-Ir7f-Ir7a-Ir7d-CG11155,"Croset, 2012",,,,,,,,,,,,,,,
gene15653,AAEL003341,AaegIr7q.2,IR,EOG8W6RMR,Ir7c,Ir7c-Ir11a-Ir7e-Ir7b-Ir7a,"Croset, 2012",,,,,,,,,,,,,,,
gene15780,AAEL014688,AaegIr7r.1,IR,NA,NA,Ir7c-Ir7b-Ir7e-Ir7g-Ir11a-Ir7f-Ir7a-Ir7d-Ir87a,"Croset, 2012",,,,,,,,,,,,,,,
gene3552,AAEL015149,AaegIr7r.2,IR,NA,NA,Ir7c-Ir7b-Ir7e-Ir11a-Ir7g-Ir7f-Ir7a-Ir7d-Ir87a,"Croset, 2012",,,,,,,,,,,,,,,
gene3551,AAEL015150,AaegIr7s.2,IR,NA,NA,Ir7c-Ir7e-Ir7g-Ir7b-Ir11a-Ir7f-Ir7d-Ir21a-Ir7a,"Croset, 2012",,,,,,,,,,,,,,,
gene15632,AAEL018099,AaegIr7v.1,IR,EOG8W6RMR,Ir7c,Ir7c-Ir7e-Ir7f-Ir11a-clumsy-Ir7b-GluRIIE,"Croset, 2012",,,,,,,,,,,,,,,
gene15630,AAEL018100,AaegIr7v.2,IR,NA,NA,Ir7c-Ir11a-Ir7b-Ir7e-Ir7f-Ir40a-Ir7a-Ir84a-Ir56c,"Croset, 2012",,,,,,,,,,,,,,,
gene7977,AAEL018101,AaegIr7v.3,IR,NA,NA,Ir7c-Ir7b-Ir11a-Ir7e-clumsy-Ir40a-Ir7f-Ir68a,"Croset, 2012",,,,,,,,,,,,,,,
gene2231,AAEL003328,AaegIr7y.1,IR,NA,NA,Ir7c-Ir7e-Ir7d-Ir7b-Ir7f-Ir11a-Ir7g-Nmdar2,"Croset, 2012",,,,,,,,,,,,,,,
gene794,AAEL014686,AaegIr7y.2,IR,NA,NA,Ir7c-Ir7e-Ir7d-Ir7b-Ir7f-Ir11a-Ir7g-Ir21a-Nmdar2,"Croset, 2012",,,,,,,,,,,,,,,
gene15654,AAEL003350,AaegIr7z.1,IR,NA,NA,Ir7c-Ir7e-Ir7b-Ir11a-Ir7d-Ir7g-Ir7f-CG11155,"Croset, 2012",,,,,,,,,,,,,,,
gene15781,AAEL018007,AaegIr7z.2,IR,NA,NA,Ir7c-Ir7e-Ir11a-Ir7b-Ir7a-Ir85a-Ir94d,"Croset, 2012",,,,,,,,,,,,,,,
gene4257,AAEL011691,AaegIr87a.1,IR,EOG87Q0XD,Ir87a,Ir87a-Ir60a-Ir85a-Ir68a,"Croset, 2012",,,,,,,,,,,,,,,
gene4252,AAEL011690,AaegIr87a.2,IR,EOG87Q0XD,Ir87a,Ir87a-Ir60a-Ir10a-Ir85a-Ir7e,"Croset, 2012",,,,,,,,,,,,,,,
gene12116,AAEL002922,AaegIr8a,IR,EOG85MQWR,Ir8a,Ir8a-Ir25a-CG3822-CG11155-Ekar,"Croset, 2012",,,,,,,,,,,,,,,
gene10991,AAEL011001,AaegIr92a,IR,EOG8WDH37,Ir92a,Ir92a-Ir41a-Ir76a-Ir67c-Ir7c-Ir10a-Ir100a,"Croset, 2012",,,,,,,,,,,,,,,
gene15248,AAEL005012,AaegIr93a,IR,EOG85B45T,Ir93a,Ir93a-Ir76b-CG5621-CG11155-CG3822-GluRIIE-GluRIID,"Croset, 2012",,,,,,,,,,,,,,,
gene14179,RU164,Ir_RU1,IR,NA,NA,Ir84a-Ir64a-Ir75a-Ir75b-Ir75c-Ir75d-CG5621-GluRIIE,"Croset, 2012",,,,,,,,,,,,,,,
gene15671,RU199,Ir_RU2,IR,NA,NA,Ir41a-Ir76a-Ir92a-Nmdar1-Ir94f-Ir7c-Ir94d-CG11155,"Croset, 2012",,,,,,,,,,,,,,,
gene6368,AAEL011996,Adipokinetic hormone (Akh),neuropeptide,EOG8J4098,Akh,Akh,orthoDB,,,,,,,,,,,,,,,
gene14862,AAEL015251,Allatostatin A,neuropeptide,NA,NA,AstA,BlastX,,,,,,,,,,,,,,,
gene11366,AAEL012139,Allatostatin B/myoinhibiting peptide,neuropeptide,EOG8TMTTR,Mip,Mip,orthoDB,,,,,,,,,,,,,,,
gene7211,AAEL009541,Allatropin (AT),neuropeptide,NA,NA,NA,vectorbase A.gam orthology,,,,,,,,,,,,,,,
gene10786,AAEL013722,Bursicon,neuropeptide,EOG8FN79K,Pburs,Pburs,orthoDB,,,,,,,,,,,,,,,
gene3995,AAEL005444,Capa,neuropeptide,EOG8NCQ5N,Capa,Capa,orthoDB,,,,,,,,,,,,,,,
gene1368,AAEL000630,Crustacean cardioactive peptide (CCAP),neuropeptide,EOG89PDR9,CCAP,CCAP,orthoDB,,,,,,,,,,,,,,,
gene13204,AAEL008070,Diuretic hormone 31,neuropeptide,EOG8NCQ5Q,Dh31,Dh31,orthoDB,,,,,,,,,,,,,,,
gene11561,AAEL001762,Ecdysis-triggering hormone (ETH),neuropeptide,EOG8W9MWJ,ETH,NA,orthoDB,,,,,,,,,,,,,,,
gene1010,AAEL006722,Eclosion hormone (EH),neuropeptide,EOG8SXR5Q,Eh,Eh,orthoDB,,,,,,,,,,,,,,,
gene4612,AAEL014409,Eclosion hormone (EH),neuropeptide,EOG8SXR5Q,Eh,Eh,orthoDB,,,,,,,,,,,,,,,
gene6474,AAEL011229,Eclosion hormone (EH),neuropeptide,EOG8SXR5Q,Eh,Eh,orthoDB,,,,,,,,,,,,,,,
gene7019,AAEL015552,Eclosion hormone (EH),neuropeptide,EOG8SXR5Q,Eh,Eh,orthoDB,,,,,,,,,,,,,,,
gene7183,AAEL013645,FMRFamide,neuropeptide,EOG8T4GMN,FMRFa,FMRFa,orthoDB,,,,,,,,,,,,,,,
gene6121,AAEL001474,Glycoprotein hormone beta 5 (GPB5),neuropeptide,EOG8N076M,Gpb5,Gpb5,orthoDB,,,,,,,,,,,,,,,
gene6002,AAEL012060,Hugin/pyrokinin,neuropeptide,NA,NA,NA,"Choi, 2013",,,,,,,,,,,,,,,
gene140,AAEL003000,Insulin-like peptide 7 (ILP7),neuropeptide,EOG86HK3D,Ilp7,Ilp7,orthoDB,,,,,,,,,,,,,,,
gene11574,AAEL001777,Ion transport peptide (ITP),neuropeptide,EOG898XSN,ITP,ITP,orthoDB,,,,,,,,,,,,,,,
gene15429,AAEL015332,Ion transport peptide (ITP),neuropeptide,EOG898XSN,ITP,ITP,orthoDB,,,,,,,,,,,,,,,
gene15471,AAEL007294,Myosuppressin (Ms),neuropeptide,EOG81RSN2,Ms,Ms,orthoDB,,,,,,,,,,,,,,,
gene1387,AAEL004155,Neuroparsin/Ovary ecdysteroidogenic hormone (OEH),neuropeptide,NA,NA,NA,vectorbase A.gam orthology,,,,,,,,,,,,,,,
gene14831,AAEL002733,Neuropeptide F (NPF),neuropeptide,NA,NA,NA,vectorbase,,,,,,,,,,,,,,,
gene11292,AAEL014708,Neuropeptide-like precursor 1 (NPLP1),neuropeptide,EOG80KBQH,Nplp1,Nplp1,orthoDB,,,,,,,,,,,,,,,
gene7664,AAEL012640,Neuropeptide-like precursor 1 (NPLP1),neuropeptide,EOG80KBQH,Nplp1,Nplp1,orthoDB,,,,,,,,,,,,,,,
gene11573,AAEL001754,Pigment-dispersing factor (PDF),neuropeptide,EOG8DRD5C,Pdf,Pdf,orthoDB,,,,,,,,,,,,,,,
gene9322,AAEL012542,short neuropeptide F (sNPF),neuropeptide,EOG8S7NGJ,sNPF,sNPF,orthoDB,,,,,,,,,,,,,,,
gene12396,AAEL009858,SIFamide,neuropeptide,EOG8JQ6QW,SIFa,SIFa,orthoDB,,,,,,,,,,,,,,,
gene6150,AAEL006644,Tachykinin (TK),neuropeptide,EOG8HTCJH,Tk,Tk,orthoDB,,,,,,,,,,,,,,,
gene11822,AAEL011325,Adipokinetic hormone (Akh) receptor,neuropeptide receptor,EOG81K246,AkhR,AkhR-CrzR-CCAP-R-TkR99D-TyrR,"Caers, 2012",,,,,,,,,,,,,,,
gene9994,AAEL009673,Adipokinetic hormone (Akh) receptor,neuropeptide receptor,NA,NA,AkhR-CrzR-CCAP-R-SIFaR-Lkr,"Caers, 2012",,,,,,,,,,,,,,,
gene4928,AAEL006076,Allatostatin A receptor,neuropeptide receptor,NA,NA,AstA-R1-AstA-R2-SIFaR-Oamb,BlastX,,,,,,,,,,,,,,,
gene12592,AAEL007169,Allatostatin A receptor,neuropeptide receptor,EOG8NW2BX-EOG8NW2BX,AstA-R1-AstA-R2,AstA-R1-AstA-R2-RYa-R-AstC-R2-AstC-R1-Lkr-SIFaR,"Caers, 2012",,,,,,,,,,,,,,,
gene6935,AAEL012356,Allatostatin C receptor,neuropeptide receptor,EOG8WWV9B,AstC-R2,AstC-R2-AstC-R1-AstA-R1-AstA-R2,"Caers, 2012",,,,,,,,,,,,,,,
gene9080,AAEL012920,Allatostatin C receptor,neuropeptide receptor,EOG8WWV9B,AstC-R2,AstC-R2-AstC-R1-AstA-R1-AstA-R2,"Caers, 2012",,,,,,,,,,,,,,,
gene7148,AAEL011680,Allatotropin receptor/NPYLR3b,neuropeptide receptor,NA,NA,SIFaR-CCKLR-17D1-CCKLR-17D3-Oamb-ETHR,"Vogels, 2013/Liesch",,,,,,,,,,,,,,,
gene4529,AAEL004777,Bursicon receptor (rickets),neuropeptide receptor,EOG8RBT8W,rk,rk-Lgr1-CG34411-Lgr3-trn-18w-caps-TkR86C-CCAP-R-Lkr,"Caers, 2012/orthoDB",,,,,,,,,,,,,,,
gene8104,AAEL017335,capa receptor,neuropeptide receptor,EOG8THZKH,CapaR,CapaR-PK2-R1-PK2-R2-PK1-R-RYa-R-ETHR,orthoDB,,,,,,,,,,,,,,,
gene9501,AAEL003473,CCHamide-1 receptor,neuropeptide receptor,EOG8BK7V6,CCHa1-R,CCHa1-R-CCHa2-R-TkR86C-AstA-R1-Lkr-SIFaR,"Caers, 2012",,,,,,,,,,,,,,,
gene15786,AAEL012385,CCHamide-2 receptor,neuropeptide receptor,EOG886C4D,CCHa2-R,CCHa2-R-CCHa1-R-TkR86C-Lkr-RYa-R-AstA-R2,"Caers, 2012",,,,,,,,,,,,,,,
gene7588,AAEL017410,CCHamide-2 receptor,neuropeptide receptor,EOG886C4D,CCHa2-R,CCHa2-R-CCHa1-R-SIFaR,orthoDB,,,,,,,,,,,,,,,
gene5043,AAEL002317,CG10702/Insulin-like receptor,neuropeptide receptor,EOG818FCN-EOG818FCN,CG10702-InR,InR-Sdr-Ror-Alk-Cad96Ca,orthoDB,,,,,,,,,,,,,,,
gene13756,AAEL008566,CG13229,neuropeptide receptor,EOG8962J1,CG13229,CG13229-MsR1-MsR2-SPR,"orthoDB/Hewes and Taghert, 2001",,,,,,,,,,,,,,,
gene5630,AAEL011475,Corazonin receptor,neuropeptide receptor,EOG8WHCBF,CrzR,CrzR-AkhR-CCAP-R-Octbeta3R-TkR86C,"Caers, 2012",,,,,,,,,,,,,,,
gene272,AAEL008655,crustacean cardioactive peptide (CCAP) receptor,neuropeptide receptor,EOG8HHRTF,CCAP-R,CCAP-R-CrzR-AkhR-ETHR-TkR86C,orthoDB,,,,,,,,,,,,,,,
gene7729,AAEL010043,Diuretic hormone 31 receptor,neuropeptide receptor,EOG879HZS,Dh31-R,Dh31-R-hec-Dh44-R2-Dh44-R1-Pdfr,orthoDB,,,,,,,,,,,,,,,
gene3279,AAEL005894,Diuretic hormone 44 receptor,neuropeptide receptor,EOG8GTP4S-EOG8GTP4S,Dh44-R2-Dh44-R1,Dh44-R1-Dh44-R2-Pdfr-hec-Dh31-R,orthoDB,,,,,,,,,,,,,,,
gene5340,AAEL008292,Diuretic hormone 44 receptor,neuropeptide receptor,EOG8GTP4S-EOG8GTP4S,Dh44-R2-Dh44-R1,Dh44-R1-Dh44-R2-Pdfr-hec-Dh31-R,orthoDB,,,,,,,,,,,,,,,
gene5348,AAEL008287,Diuretic hormone 44 receptor,neuropeptide receptor,EOG8GTP4S-EOG8GTP4S,Dh44-R1-Dh44-R2,Dh44-R1-Dh44-R2-Dh31-R-hec-Pdfr,orthoDB,,,,,,,,,,,,,,,
gene6623,AAEL008387,Eclosion hormone receptor,neuropeptide receptor,EOG8QNQMF,CG10738,CG42637-Gyc76C-CG10738,"Nassel, 2002",,,,,,,,,,,,,,,
gene11304,AAEL003378,FMRFamide receptor,neuropeptide receptor,EOG88PQB0,FMRFaR,FMRFaR-SPR-ETHR-SIFaR,orthoDB,,,,,,,,,,,,,,,
gene7779,AAEL015604,FMRFamide receptor,neuropeptide receptor,EOG88PQB0,FMRFaR,FMRFaR-SPR-ETHR-SIFaR,orthoDB,,,,,,,,,,,,,,,
gene1996,AAEL006636,Leukokinin receptor,neuropeptide receptor,EOG8HMN1Z,Lkr,Lkr-TkR99D-RYa-R-sNPF-R-TkR86C,"Caers, 2012/orthoDB",,,,,,,,,,,,,,,
gene7556,AAEL011026,Leukokinin receptor,neuropeptide receptor,EOG8HMN1Z,Lkr,Lkr-RYa-R-sNPF-R-TkR99D-TkR86C,orthoDB,,,,,,,,,,,,,,,
gene5329,AAEL004399,Lgr1/Glycoprotein 2 receptor,neuropeptide receptor,EOG8258J6,Lgr1,Lgr1-rk-CG34411-Lgr3-CCAP-R-TkR86C-ETHR,"Caers, 2012",,,,,,,,,,,,,,,
gene6320,AAEL006283,Myosuppressin receptor,neuropeptide receptor,EOG8HHRT6-EOG8HHRT6,MsR1-MsR2,MsR1-MsR2-CG13229-SPR,"Caers, 2012/orthoDB",,,,,,,,,,,,,,,
gene4305,AAEL010626,NPF receptor/NPYLR7b,neuropeptide receptor,EOG8W6RN0,NPFR,NPFR-sNPF-R-Lkr-RYa-R,"Caers, 2012/orthoDB/Liesch",,,,,,,,,,,,,,,
gene11721,AAEL010929,NPYLR1,neuropeptide receptor,EOG8KM1TR,CG12796,CG12796-Dop1R1-Octbeta3R-AdoR-TkR86C-5-HT7,Liesch,,,,,,,,,,,,,,,
gene14539,AAEL012190,NPYLR2,neuropeptide receptor,NA,NA,CG32547-Lkr,Liesch,,,,,,,,,,,,,,,
gene14603,AAEL017036,NPYLR3,neuropeptide receptor,NA,NA,NA,Liesch,,,,,,,,,,,,,,,
gene9935,AAEL004245,NPYLR5,neuropeptide receptor,EOG8K9F4S,CG18208,CG18208-Octbeta2R-5-HT1B,Liesch,,,,,,,,,,,,,,,
gene1230,AAEL017313,NPYLR8,neuropeptide receptor,EOG8962J1,CG13229,CG13229-MsR1-MsR2-SPR,Liesch,,,,,,,,,,,,,,,
gene911,AAEL009024,PDF receptor,neuropeptide receptor,EOG8Z65D3,Pdfr,Pdfr-Dh44-R1-Dh44-R2-Dh31-R,orthoDB,,,,,,,,,,,,,,,
gene9326,AAEL010923,PTTH receptor (torso),neuropeptide receptor,EOG8X9B7J,tor,tor-CG3277-Pvr-btl-Ret,orthoDB,,,,,,,,,,,,,,,
gene1379,AAEL012796,Pyrokinin-1 receptor,neuropeptide receptor,EOG8GMXNH,PK1-R,PK1-R-PK2-R1-PK2-R2-CapaR-ETHR,"Caers, 2012/orthoDB",,,,,,,,,,,,,,,
gene3477,AAEL003747,Pyrokinin-2 receptor,neuropeptide receptor,EOG88KV2S-EOG88KV2S,PK2-R1-PK2-R2,PK2-R2-PK2-R1-PK1-R-CapaR-ETHR,"Caers, 2012/orthoDB",,,,,,,,,,,,,,,
gene3992,AAEL017005,RYamide receptor/NPYLR4,neuropeptide receptor,EOG8GJ2F8,RYa-R,RYa-R-Lkr-SIFaR-TkR86C-TkR99D,orthoDB/Liesch,,,,,,,,,,,,,,,
gene4099,AAEL008296,RYamide receptor/NPYLR7a,neuropeptide receptor,EOG8GJ2F8,RYa-R,RYa-R-TkR86C-Lkr-SIFaR-TkR99D,"Caers, 2012/orthoDB/Liesch",,,,,,,,,,,,,,,
gene8679,AAEL015418,RYamide/NPYLR6,neuropeptide receptor,NA,NA,RYa-R-TkR86C-Lkr-TkR99D-SIFaR,"Caers, 2012/Liesch",,,,,,,,,,,,,,,
gene2155,AAEL007405,sex peptide receptor,neuropeptide receptor,EOG8XPT70,SPR,SPR-MsR1-MsR2,orthoDB,,,,,,,,,,,,,,,
gene4957,AAEL010313,sex peptide receptor,neuropeptide receptor,EOG8XPT70,SPR,SPR-FMRFaR-CG13229-MsR1,orthoDB,,,,,,,,,,,,,,,
gene11202,AAEL007924,short neuropeptide F (sNPF) receptor,neuropeptide receptor,EOG8S4S71,sNPF-R,sNPF-R-NPFR-Lkr-RYa-R,orthoDB,,,,,,,,,,,,,,,
gene979,AAEL009698,SIFamide receptor,neuropeptide receptor,EOG815K52,SIFaR,SIFaR-RYa-R-TkR86C-Lkr-AstA-R1-Dop1R2-Dop1R1,"Caers, 2012/orthoDB",,,,,,,,,,,,,,,
gene15283,AAEL013505,sNPF receptor,neuropeptide receptor,EOG8S4S71,sNPF-R,sNPF-R-NPFR-Lkr-RYa-R,"Caers, 2012/orthoDB",,,,,,,,,,,,,,,
gene10564,AAEL017544,Tachykinin-like receptor (TkR86C),neuropeptide receptor,EOG8Z65F5,TkR86C,TkR86C-TkR99D,orthoDB,,,,,,,,,,,,,,,
gene13092,AAEL017414,Tachykinin-like receptor (TkR86C),neuropeptide receptor,EOG8Z65F5,TkR86C,TkR86C-TkR99D-RYa-R-Dop2R,orthoDB,,,,,,,,,,,,,,,
gene7767,AAEL017341,Tachykinin-like receptor (TkR86C),neuropeptide receptor,NA,NA,TkR86C-TkR99D-RYa-R-Lkr-SIFaR,BlastX,,,,,,,,,,,,,,,
gene2763,AAEL006947,Tachykinin-like receptor (TkR99D),neuropeptide receptor,EOG85MQX7,TkR99D,TkR99D-TkR86C-RYa-R-Lkr-SIFaR-CCHa1-R,"Caers, 2012/orthoDB",,,,,,,,,,,,,,,
gene4925,AAEL006077,Allatostatin-A receptor,neuropeptide receptor,NA,NA,AstA-R2-AstA-R1-sNPF-R-moody,"Vogel, 2013/BlastX",,,,,,,,,,,,,,,
gene14602,AAEL005310,Allatotropin receptor,neuropeptide receptor,NA,NA,SIFaR-Oamb-CCKLR-17D1-ETHR,"Vogel, 2013",,,,,,,,,,,,,,,
gene7859,AAEL016997,CCHamide-2 receptor,neuropeptide receptor,NA,NA,CCHa2-R-CCHa1-R,"Vogel, 2013",,,,,,,,,,,,,,,
gene9179,AAEL018189,CCK/Sulfakinin receptor,neuropeptide receptor,NA,NA,CCKLR-17D1-CCKLR-17D3-SIFaR-Lkr-RYa-R-TyrR,"BLASTX/Caers, 2012",,,,,,,,,,,,,,,
gene273,AAEL008652,Crustacean cardioactive peptide (CCAP) receptor,neuropeptide receptor,EOG8HHRTF,CCAP-R,CCAP-R-AkhR-CrzR-ETHR-TrissinR,"orthoDB/Caers, 2012",,,,,,,,,,,,,,,
gene7813,AAEL000266,Dopamine/ecdysosteroid hormone,neuropeptide receptor,EOG88KV3D,DopEcR,DopEcR-Dop2R-Oamb,"orthoDB/Vogel, 2013",,,,,,,,,,,,,,,
gene2290,AAEL005804,Ecdysone triggering hormone (ETH) receptor,neuropeptide receptor,EOG869TM0,ETHR,ETHR-PK2-R1-PK2-R2-PK1-R-CCKLR-17D3-CCKLR-17D1,"orthoDB/Vogel, 2013",,,,,,,,,,,,,,,
gene2300,AAEL005803,Ecdysone triggering hormone (ETH) receptor,neuropeptide receptor,NA,NA,ETHR-PK1-R-PK2-R2-PK2-R1-TrissinR,"Vogel, 2013/BlastX",,,,,,,,,,,,,,,
gene4376,AAEL002404,PTTH receptor (torso),neuropeptide receptor,EOG8X9B7J,tor,tor-htl-Cad96Ca-Pvr,"Vogel, 2013/orthoDB",,,,,,,,,,,,,,,
gene265,AAEL005994,SIFamide receptor ,neuropeptide receptor,NA,NA,SIFaR-RYa-R-Lkr-CCKLR-17D1-AstA-R1-NPFR,"Vogel, 2013/BlastX",,,,,,,,,,,,,,,
gene10683,AAEL004732,Trissin receptor,neuropeptide receptor,EOG8JQ6P9,TrissinR,TrissinR-ETHR-CCKLR-17D1-Octbeta2R,"orthoDB/Vogel, 2013",,,,,,,,,,,,,,,
gene3363,AAEL003958,,,EOG8FBMJT,CG12344,CG12344-HisCl1-Rdl,,,,,,,,,,,,,,,,
gene3039,AAEL006454,AaegObp1,OBP,EOG8ZKND2,lush,lush-Obp19a-Obp56h-Obp57c,"Zhou, 2008",,,,,,,,,,,,,,,
gene4244,AAEL007603,AaegObp10,OBP,NA,NA,Obp56d-Obp56e-Obp56a-Obp83a-Obp56b-Obp56i,"Zhou, 2008",,,,,,,,,,,,,,,
gene6835,AAEL002587,AaegObp11,OBP,NA,NA,Obp56d-Obp56e-Obp56g-Obp83a-Obp69a,"Zhou, 2008",,,,,,,,,,,,,,,
gene6831,AAEL002617,AaegObp12,OBP,NA,NA,Obp56e-Obp56d-Obp56a-Obp56g-Obp57c-Obp19d,"Zhou, 2008",,,,,,,,,,,,,,,
gene6825,AAEL002591,AaegObp13,OBP,NA,NA,Obp56e-Obp56d-Obp56a-Obp56g-Obp69a-Obp83a,"Zhou, 2008",,,,,,,,,,,,,,,
gene6830,AAEL002605,AaegObp14,OBP,NA,NA,Obp56e-Obp56a-Obp56d-Obp56g-Obp69a-Obp83a,"Zhou, 2008",,,,,,,,,,,,,,,
gene6837,AAEL002598,AaegObp15,OBP,NA,NA,Obp56d-Obp56e,"Zhou, 2008",,,,,,,,,,,,,,,
gene13698,AAEL003315,AaegObp16,OBP,NA,NA,NA,"Zhou, 2008",,,,,,,,,,,,,,,
gene8556,AAEL004339,AaegObp17,OBP,NA,NA,Obp19d-Obp99b,"Zhou, 2008",,,,,,,,,,,,,,,
gene8567,AAEL004342,AaegObp18,OBP,NA,NA,Obp99b-Obp99a,"Zhou, 2008",,,,,,,,,,,,,,,
gene8553,AAEL004343,AaegObp19,OBP,NA,NA,Obp99a,"Zhou, 2008",,,,,,,,,,,,,,,
gene8154,AAEL000071,AaegObp2,OBP,EOG8RBTBJ,Obp19a,Obp19a-lush-Obp56a-Obp83g-Obp19d-Obp56h,"Zhou, 2008",,,,,,,,,,,,,,,
gene14508,AAEL005778,AaegObp20,OBP,EOG8GF66W,Obp84a,Obp84a,"Zhou, 2008",,,,,,,,,,,,,,,
gene14501,AAEL005770,AaegObp21,OBP,EOG8GF66Z,Obp83g,Obp99a-Obp99b-Obp44a-Obp83g-Obp99c-Obp19d,"Zhou, 2008",,,,,,,,,,,,,,,
